#,When,Who,Language,Time,Memory,Number_Class,Problem_name,Number,Class
173683866,Sep/27/2022 12:22,Bassam1412,GNU C++20 (64),15 ms,0 KB,732A,Buy a Shovel,732,A
163020659,Jul/06/2022 18:45,Alhomse,GNU C++20 (64),30 ms,0 KB,732A,Buy a Shovel,732,A
203582403,Apr/26/2023 20:28,kinannotfound,GNU C++17,15 ms,0 KB,732A,Buy a Shovel,732,A
175249601,Oct/09/2022 16:40,Mohammad_Alassali,GNU C++17,15 ms,0 KB,732A,Buy a Shovel,732,A
175249639,Oct/09/2022 16:41,Mohammad_Alassali,GNU C++20 (64),15 ms,0 KB,732A,Buy a Shovel,732,A
21523705,Oct/17/2016 17:42,Mohammad_Kartoumeh,GNU C++,46 ms,2000 KB,732A,Buy a Shovel,732,A
165219361,Jul/21/2022 19:57,sanji333333,GNU C++17,15 ms,0 KB,732A,Buy a Shovel,732,A
49101184,Jan/28/2019 14:25,Ahmad7_7,GNU C++17,31 ms,300 KB,732A,Buy a Shovel,732,A
175248972,Oct/09/2022 16:35,Mohammad_Alassali,GNU C++17,15 ms,0 KB,732A,Buy a Shovel,732,A
106409078,Feb/04/2021 00:59,Mohamed-Omran,GNU C++17,31 ms,0 KB,732A,Buy a Shovel,732,A
21524276,Oct/17/2016 17:44,Zaher,GNU C++14,15 ms,1900 KB,732A,Buy a Shovel,732,A
143261175,Jan/18/2022 21:55,_OmarAbdo,GNU C++14,15 ms,0 KB,732A,Buy a Shovel,732,A
206779427,May/21/2023 23:53,Karam_mohmd,GNU C++20 (64),15 ms,0 KB,732A,Buy a Shovel,732,A
171698492,Sep/11/2022 13:26,ghina.alrefai,GNU C++20 (64),15 ms,0 KB,732A,Buy a Shovel,732,A
159952617,Jun/08/2022 18:43,_Salty,GNU C++17,15 ms,200 KB,732A,Buy a Shovel,732,A
193978067,Feb/17/2023 13:41,Wiaam_SA,GNU C++17,15 ms,0 KB,732A,Buy a Shovel,732,A
108131278,Feb/21/2021 23:34,Brre.Hemo,GNU C++17,31 ms,0 KB,732A,Buy a Shovel,732,A
207511753,May/27/2023 23:26,OmranMk,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
112410453,Apr/09/2021 22:18,Brre.Hemo,GNU C++17,31 ms,0 KB,451A,Game With Sticks,451,A
36950054,Apr/04/2018 16:02,samer_orfali,GNU C++,30 ms,3400 KB,451A,Game With Sticks,451,A
176900010,Oct/18/2022 18:08,masa_beydoun,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
74190158,Mar/24/2020 13:59,3bdo_Farah,GNU C++14,31 ms,0 KB,451A,Game With Sticks,451,A
197769864,Mar/17/2023 16:22,Kareembo,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
174782208,Oct/05/2022 22:12,MuhammadMak,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
35524144,Feb/20/2018 17:26,SaeedSabbagh,GNU C++14,15 ms,1800 KB,451A,Game With Sticks,451,A
154023864,Apr/18/2022 22:38,7nooOoOoon,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
71519341,Feb/21/2020 01:15,Diab,GNU C++17,30 ms,0 KB,451A,Game With Sticks,451,A
149091054,Mar/10/2022 17:30,AbdAR,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
196832545,Mar/10/2023 20:24,Omani,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
196795524,Mar/10/2023 16:16,NawarAlTibi,GNU C++20 (64),15 ms,0 KB,451A,Game With Sticks,451,A
107409167,Feb/15/2021 17:29,AhmadShahal,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
35528890,Feb/20/2018 20:29,Bsher,GNU C++14,15 ms,1900 KB,451A,Game With Sticks,451,A
168439970,Aug/16/2022 00:07,dee..,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
127915309,Sep/05/2021 15:51,Ahmed-yaser,GNU C++17,31 ms,3600 KB,451A,Game With Sticks,451,A
178440161,Oct/29/2022 21:07,codeiologist,GNU C++17 (64),0 ms,0 KB,451A,Game With Sticks,451,A
150027665,Mar/18/2022 16:28,_OmarAbdo,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
144984577,Feb/03/2022 03:55,_OmarAbdo,GNU C++14,15 ms,0 KB,451A,Game With Sticks,451,A
161425697,Jun/21/2022 23:07,a7mad_taieb,GNU C++20 (64),15 ms,0 KB,451A,Game With Sticks,451,A
200592788,Apr/03/2023 19:57,Zaid_Al_Habbal,GNU C++20 (64),15 ms,0 KB,451A,Game With Sticks,451,A
32806012,Nov/30/2017 16:06,Grapeee,GNU C++,15 ms,2000 KB,451A,Game With Sticks,451,A
153679189,Apr/15/2022 01:47,MouayadL7,GNU C++14,15 ms,0 KB,451A,Game With Sticks,451,A
48101615,Jan/09/2019 00:25,Yaman_Alwaza,GNU C++17,30 ms,200 KB,451A,Game With Sticks,451,A
68568229,Jan/11/2020 02:28,Brre.Hemo,GNU C++17,31 ms,0 KB,451A,Game With Sticks,451,A
164976572,Jul/20/2022 10:12,Dr-Code,GNU C++20 (64),15 ms,0 KB,451A,Game With Sticks,451,A
7218389,Jul/24/2014 19:34,RedNextCentury,MS C++,15 ms,0 KB,451A,Game With Sticks,451,A
195749689,Mar/03/2023 05:54,043_33798_Nuraiym-7,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
16675499,Mar/12/2016 17:22,Mohammad_Kartoumeh,GNU C++,15 ms,0 KB,451A,Game With Sticks,451,A
180477610,Nov/11/2022 17:26,8_8_2003_aliqasm,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
122622830,Jul/16/2021 00:46,RetiringNextCentury,GNU C++17,31 ms,3700 KB,451A,Game With Sticks,451,A
168874027,Aug/18/2022 20:10,Mohammed--alhefawe,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
35535409,Feb/21/2018 03:33,Raneem.Alhassan,GNU C++14,15 ms,1900 KB,451A,Game With Sticks,451,A
112192082,Apr/07/2021 07:02,_SADIEM_,GNU C++14,30 ms,0 KB,451A,Game With Sticks,451,A
112191988,Apr/07/2021 06:59,_SADIEM_,GNU C++14,31 ms,0 KB,451A,Game With Sticks,451,A
113254314,Apr/16/2021 19:44,amarashujaa,GNU C++17,31 ms,78300 KB,451A,Game With Sticks,451,A
140870306,Dec/28/2021 11:00,DARK-N,GNU C++20 (64),15 ms,0 KB,451A,Game With Sticks,451,A
202339707,Apr/16/2023 11:13,IT-24-,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
193923553,Feb/16/2023 22:03,Mohammed_Abdelkareem,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
187966555,Jan/04/2023 23:05,A.M.B.E,GNU C++17,15 ms,0 KB,451A,Game With Sticks,451,A
164521155,Jul/16/2022 19:21,HASSAN_GH,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
113633155,Apr/20/2021 19:06,RetiringNextCentury,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
153768725,Apr/16/2022 06:05,MouayadL7,GNU C++14,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
174550981,Oct/03/2022 21:49,Wiaam_SA,GNU C++17,0 ms,0 KB,1154A,Restoring Three Numbers,1154,A
174482730,Oct/03/2022 10:48,Waellhasan,GNU C++17,0 ms,0 KB,1154A,Restoring Three Numbers,1154,A
52830003,Apr/16/2019 17:40,Baraa_Armoush,GNU C++11,31 ms,0 KB,1154A,Restoring Three Numbers,1154,A
52834192,Apr/16/2019 17:49,samer_orfali,GNU C++14,31 ms,0 KB,1154A,Restoring Three Numbers,1154,A
99988291,Nov/30/2020 16:28,AhmadShahal,GNU C++17,30 ms,0 KB,1154A,Restoring Three Numbers,1154,A
105209957,Jan/24/2021 12:04,Amr_Kart,GNU C++11,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
154025190,Apr/18/2022 23:07,7nooOoOoon,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
200146547,Apr/01/2023 17:45,OmranMk,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
64320893,Nov/05/2019 18:37,Raed_Sb,GNU C++14,31 ms,0 KB,1154A,Restoring Three Numbers,1154,A
196833717,Mar/10/2023 20:34,NawarAlTibi,GNU C++20 (64),0 ms,0 KB,1154A,Restoring Three Numbers,1154,A
148385376,Mar/04/2022 21:20,anas_allaham,MS C++ 2017,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
168956158,Aug/19/2022 14:02,masa_beydoun,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
172826402,Sep/20/2022 15:18,043_33798_Nuraiym-7,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
156890998,May/12/2022 09:45,AbdAR,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
196977946,Mar/11/2023 21:54,MuhannadW,GNU C++20 (64),15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
202810727,Apr/20/2023 15:20,Zeina_Albarre,GNU C++17 (64),15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
127441616,Aug/30/2021 14:23,Ahmed-yaser,GNU C++17,15 ms,3700 KB,1154A,Restoring Three Numbers,1154,A
148394173,Mar/04/2022 22:45,KHALED.TELLO,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
202756654,Apr/20/2023 00:40,mohammed_kurdi,GNU C++20 (64),0 ms,0 KB,1154A,Restoring Three Numbers,1154,A
52830921,Apr/16/2019 17:42,Grapeee,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
55083749,Jun/04/2019 14:47,Yaman_Alwaza,GNU C++17,31 ms,0 KB,1154A,Restoring Three Numbers,1154,A
203137026,Apr/23/2023 13:38,Lanakhaled,GNU C++20 (64),0 ms,0 KB,1154A,Restoring Three Numbers,1154,A
176129195,Oct/14/2022 12:49,Kareembo,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
148992218,Mar/09/2022 16:27,Hamza_Alattar.1,GNU C++17,0 ms,0 KB,1154A,Restoring Three Numbers,1154,A
168160030,Aug/13/2022 19:00,_Salty,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
202750006,Apr/19/2023 23:06,kinannotfound,GNU C++20 (64),0 ms,0 KB,1154A,Restoring Three Numbers,1154,A
158799327,May/29/2022 15:09,sanji333333,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
65879721,Nov/27/2019 21:26,Diab,GNU C++11,30 ms,0 KB,1154A,Restoring Three Numbers,1154,A
52828770,Apr/16/2019 17:38,SaeedSabbagh,GNU C++14,31 ms,0 KB,1154A,Restoring Three Numbers,1154,A
69059223,Jan/18/2020 18:47,Brre.Hemo,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
52829098,Apr/16/2019 17:39,Zaher,GNU C++17,31 ms,0 KB,1154A,Restoring Three Numbers,1154,A
109894579,Mar/13/2021 16:24,DARK-N,GNU C++17,31 ms,0 KB,1154A,Restoring Three Numbers,1154,A
113572501,Apr/20/2021 06:02,Alhomse,MS C++ 2017,30 ms,0 KB,1154A,Restoring Three Numbers,1154,A
52828730,Apr/16/2019 17:38,Bsher,GNU C++14,31 ms,0 KB,1154A,Restoring Three Numbers,1154,A
205025985,May/08/2023 00:00,Abd_HM,GNU C++17,0 ms,0 KB,1154A,Restoring Three Numbers,1154,A
168910519,Aug/19/2022 05:32,Mohammed--alhefawe,GNU C++17,0 ms,0 KB,1154A,Restoring Three Numbers,1154,A
202768231,Apr/20/2023 04:56,obadaa.masri,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
52831957,Apr/16/2019 17:44,abdalkader-s,GNU C++14,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
173519654,Sep/26/2022 00:24,codeiologist,GNU C++17 (64),0 ms,0 KB,1154A,Restoring Three Numbers,1154,A
52855662,Apr/16/2019 18:55,Ahmad7_7,GNU C++14,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
183856081,Dec/04/2022 20:03,Mohammed_Abdelkareem,GNU C++17,0 ms,0 KB,1154A,Restoring Three Numbers,1154,A
202751694,Apr/19/2023 23:29,ghina.alrefai,GNU C++17,15 ms,0 KB,1154A,Restoring Three Numbers,1154,A
158597929,May/27/2022 12:40,dee..,GNU C++17,0 ms,0 KB,1154A,Restoring Three Numbers,1154,A
203525106,Apr/26/2023 10:27,obada_katma,GNU C++20 (64),0 ms,100 KB,1154A,Restoring Three Numbers,1154,A
189754345,Jan/19/2023 17:50,0xessam,GNU C++17,0 ms,0 KB,1154A,Restoring Three Numbers,1154,A
52830010,Apr/16/2019 17:40,Kavaliro,GNU C++11,30 ms,0 KB,1154A,Restoring Three Numbers,1154,A
164526963,Jul/16/2022 19:35,HASSAN_GH,GNU C++17,31 ms,0 KB,1399A,Remove Smallest,1399,A
88955314,Aug/05/2020 17:36,Baraa_Armoush,GNU C++11,15 ms,3800 KB,1399A,Remove Smallest,1399,A
194791304,Feb/24/2023 16:58,Waellhasan,GNU C++17,15 ms,0 KB,1399A,Remove Smallest,1399,A
104418744,Jan/15/2021 16:53,ahmad_alghadban,GNU C++17,30 ms,100 KB,1399A,Remove Smallest,1399,A
154257869,Apr/21/2022 11:23,Alaa-Kaadan,GNU C++20 (64),31 ms,0 KB,1399A,Remove Smallest,1399,A
160979716,Jun/17/2022 19:31,Nour-Aldeen,GNU C++17,30 ms,0 KB,1399A,Remove Smallest,1399,A
186515646,Dec/24/2022 01:24,anas_allaham,GNU C++20 (64),15 ms,0 KB,1399A,Remove Smallest,1399,A
169013230,Aug/19/2022 23:15,Mohammed--alhefawe,GNU C++17,31 ms,0 KB,1399A,Remove Smallest,1399,A
173681995,Sep/27/2022 12:03,IT-24-,GNU C++17,31 ms,400 KB,1399A,Remove Smallest,1399,A
173683020,Sep/27/2022 12:13,ZENGOO,GNU C++17,31 ms,400 KB,1399A,Remove Smallest,1399,A
88981752,Aug/05/2020 17:53,abdalkader-s,GNU C++14,30 ms,3600 KB,1399A,Remove Smallest,1399,A
168356898,Aug/15/2022 12:04,043_33798_Nuraiym-7,GNU C++17,15 ms,200 KB,1399A,Remove Smallest,1399,A
88964509,Aug/05/2020 17:41,3bdo_Farah,GNU C++14,15 ms,3600 KB,1399A,Remove Smallest,1399,A
153765822,Apr/16/2022 04:33,MouayadL7,GNU C++14,31 ms,0 KB,1399A,Remove Smallest,1399,A
179126532,Nov/04/2022 02:26,codeiologist,GNU C++17 (64),31 ms,0 KB,1399A,Remove Smallest,1399,A
197872022,Mar/18/2023 10:20,NawarAlTibi,GNU C++20 (64),30 ms,0 KB,1399A,Remove Smallest,1399,A
156846373,May/11/2022 18:27,AbdAR,GNU C++17,15 ms,0 KB,1399A,Remove Smallest,1399,A
185125458,Dec/14/2022 00:55,MarioAndrawos,GNU C++17 (64),0 ms,0 KB,1399A,Remove Smallest,1399,A
166381012,Jul/31/2022 18:12,OmranMk,GNU C++17,31 ms,100 KB,1399A,Remove Smallest,1399,A
88955232,Aug/05/2020 17:36,Mohammad_Kartoumeh,GNU C++17,31 ms,3700 KB,1399A,Remove Smallest,1399,A
204319344,May/03/2023 12:25,_s_h_a_m__,GNU C++17,15 ms,0 KB,1399A,Remove Smallest,1399,A
127329245,Aug/29/2021 16:05,Ahmed-yaser,GNU C++17,31 ms,3700 KB,1399A,Remove Smallest,1399,A
109837115,Mar/13/2021 10:17,DARK-N,GNU C++17,30 ms,0 KB,1399A,Remove Smallest,1399,A
175165329,Oct/08/2022 19:58,Kareembo,GNU C++17,15 ms,0 KB,1399A,Remove Smallest,1399,A
126715475,Aug/22/2021 23:42,RetiringNextCentury,GNU C++17,15 ms,4400 KB,1399A,Remove Smallest,1399,A
160978267,Jun/17/2022 19:14,Nour-Aldeen,GNU C++17,15 ms,0 KB,1399A,Remove Smallest,1399,A
88955604,Aug/05/2020 17:37,Grapeee,GNU C++17,30 ms,3600 KB,1399A,Remove Smallest,1399,A
105203194,Jan/24/2021 10:26,Amr_Kart,GNU C++11,46 ms,0 KB,1399A,Remove Smallest,1399,A
168969625,Aug/19/2022 16:06,masa_beydoun,GNU C++17,31 ms,0 KB,1399A,Remove Smallest,1399,A
158612801,May/27/2022 15:47,sanji333333,GNU C++17,15 ms,0 KB,1399A,Remove Smallest,1399,A
88963060,Aug/05/2020 17:40,sepsa.m,GNU C++17,31 ms,3700 KB,1399A,Remove Smallest,1399,A
88966447,Aug/05/2020 17:42,Raneem.Alhassan,GNU C++17,30 ms,4400 KB,1399A,Remove Smallest,1399,A
99594863,Nov/25/2020 23:31,AhmadShahal,GNU C++17,31 ms,0 KB,1399A,Remove Smallest,1399,A
88956159,Aug/05/2020 17:37,Yaman_Alwaza,GNU C++17,31 ms,4000 KB,1399A,Remove Smallest,1399,A
158595320,May/27/2022 12:05,dee..,GNU C++17,15 ms,0 KB,1399A,Remove Smallest,1399,A
125027159,Aug/06/2021 10:43,_SADIEM_,GNU C++17,15 ms,3800 KB,1399A,Remove Smallest,1399,A
185457583,Dec/16/2022 15:59,Mohammad_Alassali,GNU C++20 (64),0 ms,0 KB,1399A,Remove Smallest,1399,A
184809975,Dec/11/2022 21:56,MuhammadMak,GNU C++17,0 ms,0 KB,1399A,Remove Smallest,1399,A
89101129,Aug/06/2020 11:21,yaser.harba,GNU C++14,30 ms,3600 KB,1399A,Remove Smallest,1399,A
89193244,Aug/07/2020 12:44,MouazBudier,GNU C++11,46 ms,3800 KB,1399A,Remove Smallest,1399,A
160051828,Jun/09/2022 23:16,Mohamed-Omran,GNU C++20 (64),0 ms,0 KB,1399A,Remove Smallest,1399,A
187558674,Jan/01/2023 22:39,Mohammed_Abdelkareem,GNU C++17,15 ms,0 KB,1399A,Remove Smallest,1399,A
196853977,Mar/10/2023 22:49,0xessam,GNU C++20 (64),0 ms,0 KB,1399A,Remove Smallest,1399,A
105217911,Jan/24/2021 14:07,Amr_Kart,GNU C++11,124 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
172830907,Sep/20/2022 15:53,043_33798_Nuraiym-7,GNU C++17,139 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
94480313,Oct/02/2020 13:51,Baraa_Armoush,GNU C++11,31 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
110118722,Mar/16/2021 16:57,Amr_Kart,GNU C++11,124 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
109844574,Mar/13/2021 11:57,DARK-N,GNU C++17,155 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
175054103,Oct/08/2022 00:20,Kareembo,GNU C++17,139 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
178660854,Oct/31/2022 11:59,IT-24-,GNU C++17,109 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
149008856,Mar/09/2022 19:28,Hamza_Alattar.1,GNU C++17,124 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
153767373,Apr/16/2022 05:22,MouayadL7,GNU C++14,139 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
148464201,Mar/05/2022 15:44,KHALED.TELLO,GNU C++17,124 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
156862529,May/11/2022 21:59,AbdAR,GNU C++17,124 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
148294990,Mar/04/2022 17:32,anas_allaham,MS C++ 2017,108 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
201755475,Apr/12/2023 00:42,NawarAlTibi,GNU C++20 (64),124 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
200956764,Apr/06/2023 12:43,kinannotfound,GNU C++20 (64),124 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
168970626,Aug/19/2022 16:14,masa_beydoun,GNU C++17,124 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
94523769,Oct/03/2020 00:23,Brre.Hemo,GNU C++17,140 ms,100 KB,1409A,Yet Another Two Integers Problem,1409,A
155842824,May/04/2022 15:15,Bassam1412,GNU C++20 (64),62 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
93197784,Sep/19/2020 17:07,ahmad_alghadban,GNU C++17,108 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
91803540,Sep/04/2020 17:37,abdalkader-s,GNU C++14,46 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
127271052,Aug/28/2021 17:45,Ahmed-yaser,GNU C++17,31 ms,3700 KB,1409A,Yet Another Two Integers Problem,1409,A
158902480,May/30/2022 21:10,dee..,GNU C++17,77 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
91816648,Sep/04/2020 17:47,3bdo_Farah,GNU C++14,46 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
203193311,Apr/23/2023 23:32,Alaa-Kaadan,GNU C++17,171 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
187198233,Dec/30/2022 05:40,codeiologist,GNU C++20 (64),139 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
169015266,Aug/19/2022 23:47,Mohammed--alhefawe,GNU C++17,140 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
102159956,Dec/24/2020 04:31,Raneem.Alhassan,GNU C++17,93 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
166372909,Jul/31/2022 17:49,OmranMk,GNU C++17,77 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
91801005,Sep/04/2020 17:36,Grapeee,GNU C++17,93 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
209050027,Jun/09/2023 05:51,obada_katma,GNU C++17,156 ms,200 KB,1409A,Yet Another Two Integers Problem,1409,A
194000900,Feb/17/2023 17:26,Waellhasan,GNU C++17,124 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
125036646,Aug/06/2021 12:21,_SADIEM_,GNU C++17,31 ms,3700 KB,1409A,Yet Another Two Integers Problem,1409,A
164532555,Jul/16/2022 20:37,HASSAN_GH,GNU C++17,62 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
126446715,Aug/19/2021 16:02,RetiringNextCentury,GNU C++17,30 ms,3700 KB,1409A,Yet Another Two Integers Problem,1409,A
161151128,Jun/19/2022 08:17,Nour-Aldeen,GNU C++17,139 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
153326336,Apr/10/2022 22:05,ghina.alrefai,GNU C++17,124 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
158977293,May/31/2022 16:06,sanji333333,GNU C++17,62 ms,200 KB,1409A,Yet Another Two Integers Problem,1409,A
115649048,May/08/2021 04:10,Alhomse,MS C++ 2017,109 ms,4100 KB,1409A,Yet Another Two Integers Problem,1409,A
91809516,Sep/04/2020 17:40,sepsa.m,GNU C++17,77 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
106102114,Jan/31/2021 15:41,AhmadShahal,GNU C++17,140 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
182555797,Nov/25/2022 22:01,obadaa.masri,GNU C++17,31 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
173519793,Sep/26/2022 00:27,ZENGOO,GNU C++17,139 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
192689168,Feb/08/2023 08:04,obadaa.masri,GNU C++17,30 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
91956139,Sep/05/2020 19:13,Yaman_Alwaza,GNU C++17,78 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
192690167,Feb/08/2023 08:20,obadaa.masri,GNU C++17,31 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
125038058,Aug/06/2021 12:38,_SADIEM_,GNU C++17,62 ms,3700 KB,1409A,Yet Another Two Integers Problem,1409,A
98831277,Nov/18/2020 19:42,yaser.harba,GNU C++14,78 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
179197588,Nov/04/2022 17:18,MuhammadMak,GNU C++17,124 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
172086162,Sep/14/2022 00:36,Mohamed-Omran,GNU C++20 (64),15 ms,0 KB,1409A,Yet Another Two Integers Problem,1409,A
183857353,Dec/04/2022 20:16,Mohammed_Abdelkareem,GNU C++17,140 ms,200 KB,1409A,Yet Another Two Integers Problem,1409,A
150627882,Mar/23/2022 18:47,AbdAR,GNU C++17,15 ms,0 KB,189A,Cut Ribbon,189,A
168459656,Aug/16/2022 07:38,HASSAN_GH,GNU C++17,46 ms,0 KB,189A,Cut Ribbon,189,A
182102795,Nov/22/2022 11:35,Nour-Aldeen,GNU C++17,15 ms,0 KB,189A,Cut Ribbon,189,A
175798442,Oct/12/2022 21:09,sarah.m.akkad,GNU C++17,46 ms,0 KB,189A,Cut Ribbon,189,A
201773989,Apr/12/2023 06:16,OmranMk,GNU C++17,78 ms,0 KB,189A,Cut Ribbon,189,A
193690445,Feb/15/2023 11:28,The_soviet_cat,GNU C++17,31 ms,0 KB,189A,Cut Ribbon,189,A
182448369,Nov/25/2022 13:42,kinannotfound,GNU C++20 (64),15 ms,300 KB,189A,Cut Ribbon,189,A
189844062,Jan/20/2023 16:18,043_33798_Nuraiym-7,GNU C++17,15 ms,500 KB,189A,Cut Ribbon,189,A
149828735,Mar/16/2022 17:30,ali.alnahhas.22,GNU C++14,15 ms,600 KB,189A,Cut Ribbon,189,A
49761605,Feb/11/2019 12:17,samer_orfali,GNU C++14,30 ms,300 KB,189A,Cut Ribbon,189,A
18948050,Jul/07/2016 12:30,RedNextCentury,GNU C++11,31 ms,400 KB,189A,Cut Ribbon,189,A
36832276,Apr/01/2018 19:25,Bsher,GNU C++14,15 ms,3500 KB,189A,Cut Ribbon,189,A
58191918,Aug/02/2019 23:13,Raed_Sb,GNU C++14,31 ms,1000 KB,189A,Cut Ribbon,189,A
36748163,Mar/30/2018 16:31,SaeedSabbagh,GNU C++14,15 ms,3500 KB,189A,Cut Ribbon,189,A
168751261,Aug/18/2022 05:24,Mohammed--alhefawe,GNU C++17,46 ms,0 KB,189A,Cut Ribbon,189,A
182107504,Nov/22/2022 12:28,Nour-Aldeen,GNU C++17,15 ms,100 KB,189A,Cut Ribbon,189,A
153775597,Apr/16/2022 08:44,Alhomse,GNU C++20 (64),15 ms,400 KB,189A,Cut Ribbon,189,A
59107883,Aug/19/2019 21:51,Baraa_Armoush,GNU C++11,31 ms,0 KB,189A,Cut Ribbon,189,A
202500274,Apr/17/2023 17:12,Mounir_Maleh,GNU C++14,15 ms,4000 KB,189A,Cut Ribbon,189,A
197154992,Mar/12/2023 22:57,ZENGOO,GNU C++17,15 ms,300 KB,189A,Cut Ribbon,189,A
50159984,Feb/19/2019 15:08,Yaman_Alwaza,GNU C++17,31 ms,200 KB,189A,Cut Ribbon,189,A
110011951,Mar/15/2021 09:03,abdalkader-s,GNU C++17,46 ms,0 KB,189A,Cut Ribbon,189,A
167181614,Aug/06/2022 08:46,M.Qattan,GNU C++17,15 ms,100 KB,189A,Cut Ribbon,189,A
111335458,Mar/29/2021 12:51,RetiringNextCentury,GNU C++17,31 ms,100 KB,189A,Cut Ribbon,189,A
182161886,Nov/22/2022 20:31,anas_allaham,GNU C++20 (64),15 ms,300 KB,189A,Cut Ribbon,189,A
55093577,Jun/04/2019 18:50,Grapeee,GNU C++17,31 ms,0 KB,189A,Cut Ribbon,189,A
202339260,Apr/16/2023 11:08,OmranMk,GNU C++17,15 ms,100 KB,189A,Cut Ribbon,189,A
58861338,Aug/15/2019 14:44,Baraa_Armoush,GNU C++17,31 ms,100 KB,189A,Cut Ribbon,189,A
181825104,Nov/21/2022 00:59,a7mad_taieb,GNU C++20 (64),15 ms,300 KB,189A,Cut Ribbon,189,A
