Student,Problem Name,A,B,C,D,J,E,L,K,G,H,B1,B2,G1,F,I,M,B3,D1,D2,Y,X,Z,R,N,L1,L2,C1,F1,E1,C2,100,F2,E2,Q,P,A1,A2,O,U,W,T,G3,G2,F3,1,S,101,H1,H2,123,problem_difficulty,solving_times,Tag_binarysearch,Tag_bitmasks,Tag_bruteforce,Tag_constructivealgorithms,Tag_datastructures,Tag_dp,Tag_expressionparsing,Tag_graphmatchings,Tag_greedy,Tag_hashing,Tag_implementation,Tag_math,Tag_numbertheory,Tag_shortestpaths,Tag_sortings,Tag_specialproblem,Tag_strings,Tag_twopointers,Problem Class A,Problem Class B,previous_solved_problems_count,y,الأساسيات,أنواع البيانات,المتغيرات,التعامل مع الأعداد,التعامل مع النصوص,العوامل,المصفوفات,الدوال,الحلقات,الشروط,tutorial_difficulty
NawarAlTibi,CalculatingFunction,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20,37.66851704996051,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Lanakhaled,CalculatingFunction,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22,50.92783505154648,1,1,0,0,0,1,0,0,0,1,69.95581737849793
obadaa.masri,CalculatingFunction,72,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,87,-10.882016036655205,1,1,0,0,0,1,0,0,0,1,69.95581737849793
043_33798_Nuraiym-7,CalculatingFunction,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,29,32.64604810996561,1,1,0,0,0,1,0,0,0,1,69.95581737849793
7nooOoOoon,CalculatingFunction,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,27,28.805336567616752,1,1,0,0,0,1,0,0,0,1,69.95581737849793
ghina.alrefai,CalculatingFunction,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,28,60.62837506136487,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Amr_Kart,CalculatingFunction,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,28,48.969072164948535,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Mohammad_Alassali,CalculatingFunction,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,39.17525773195883,1,1,0,0,0,1,0,0,0,1,69.95581737849793
IT-24-,CalculatingFunction,58,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,66,35.613870665417124,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Conan_y65,CalculatingFunction,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,9,19.587628865979415,1,1,0,0,0,1,0,0,0,1,69.95581737849793
7amzahsa,CalculatingFunction,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,6,39.900725467735754,1,1,0,0,0,1,0,0,0,1,69.95581737849793
M.Qattan,CalculatingFunction,15,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,34,26.710402999062815,1,1,0,0,0,1,0,0,0,1,69.95581737849793
ShathaS2003,CalculatingFunction,66,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,75,32.64604810996561,1,1,0,0,0,1,0,0,0,1,69.95581737849793
anas_allaham,CalculatingFunction,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,10,17.80693533270862,1,1,0,0,0,1,0,0,0,1,69.95581737849793
ZENGOO,CalculatingFunction,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,23,50.92783505154648,1,1,0,0,0,1,0,0,0,1,69.95581737849793
abdalrhman.alkafry,CalculatingFunction,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,35,52.73592386994454,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Anti_tourist4000,CalculatingFunction,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,31,32.64604810996561,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Bicso,CalculatingFunction,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22,32.64604810996561,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Zeina_Albarre,CalculatingFunction,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,30,32.64604810996561,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Abdulrhaim_Ma,CalculatingFunction,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20,46.83998207082035,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Nour-Aldeen,CalculatingFunction,88,38,21,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,156,47.389424675756636,1,1,0,0,0,1,0,0,0,1,69.95581737849793
sarah.m.akkad,CalculatingFunction,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,37,41.973490427098774,1,1,0,0,0,1,0,0,0,1,69.95581737849793
A.M.B.E,CalculatingFunction,35,6,5,4,0,3,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,58,32.64604810996561,1,1,0,0,0,1,0,0,0,1,69.95581737849793
099450735z,CalculatingFunction,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,28,44.517338331771434,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Alaa-Kaadan,CalculatingFunction,33,7,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,45,19.587628865979415,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Mohamed-Omran,CalculatingFunction,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,33,48.969072164948535,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Grapeee,CalculatingFunction,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,8,41.973490427098774,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Raneem.Alhassan,CalculatingFunction,45,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,61,58.762886597938234,1,1,0,0,0,1,0,0,0,1,69.95581737849793
RamaRehawi,CalculatingFunction,36,24,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,89497,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,69,67.33247422680422,1,1,0,0,0,1,0,0,0,1,69.95581737849793
Mohammed--alhefawe,Drinks,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,38,7.533703409992014,1,1,0,0,0,1,0,0,1,0,45.202220459952414
OmranMk,Drinks,142,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,166,16.32302405498292,1,1,0,0,0,1,0,0,1,0,45.202220459952414
RetiringNextCentury,Drinks,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,38,23.318605792832678,1,1,0,0,0,1,0,0,1,0,45.202220459952414
HASSAN_GH,Drinks,41,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,46,24.484536082474268,1,1,0,0,0,1,0,0,1,0,45.202220459952414
Brre.Hemo,Drinks,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,49,41.97349042709867,1,1,0,0,0,1,0,0,1,0,45.202220459952414
codeiologist,Drinks,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8,4.258180188256319,1,1,0,0,0,1,0,0,1,0,45.202220459952414
DARK-N,Drinks,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,83,0.0,1,1,0,0,0,1,0,0,1,0,45.202220459952414
Kareembo,Drinks,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,26,17.80693533270862,1,1,0,0,0,1,0,0,1,0,45.202220459952414
masa_beydoun,Drinks,28,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,32,-3.9175257731958824,1,1,0,0,0,1,0,0,1,0,45.202220459952414
kinannotfound,Drinks,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,38,-6.529209621993101,1,1,0,0,0,1,0,0,1,0,45.202220459952414
Ahmed-yaser,Drinks,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8,24.484536082474268,1,1,0,0,0,1,0,0,1,0,45.202220459952414
Diab,Drinks,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,44,19.587628865979415,1,1,0,0,0,1,0,0,1,0,45.202220459952414
Waellhasan,Drinks,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,34,5.761067313523351,1,1,0,0,0,1,0,0,1,0,45.202220459952414
Bsher,Drinks,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,34,40.32747119466345,1,1,0,0,0,1,0,0,1,0,45.202220459952414
dee..,Drinks,30,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,35,24.484536082474268,1,1,0,0,0,1,0,0,1,0,45.202220459952414
_SADIEM_,Drinks,188,65,21,2,0,0,0,0,1,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,283,46.63721158566524,1,1,0,0,0,1,0,0,1,0,45.202220459952414
Mohammed_Abdelkareem,Drinks,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,50,19.587628865979415,1,1,0,0,0,1,0,0,1,0,45.202220459952414
Wiaam_SA,Drinks,40,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,45,10.882016036655205,1,1,0,0,0,1,0,0,1,0,45.202220459952414
a7mad_taieb,Drinks,47,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,60,-6.995581737849759,1,1,0,0,0,1,0,0,1,0,45.202220459952414
SaeedSabbagh,Drinks,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,27,40.32747119466345,1,1,0,0,0,1,0,0,1,0,45.202220459952414
_Salty,Drinks,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,30,14.839112777257107,1,1,0,0,0,1,0,0,1,0,45.202220459952414
Alhomse,Drinks,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,25,3.3771773906860947,1,1,0,0,0,1,0,0,1,0,45.202220459952414
AbdAR,Drinks,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,17,29.11674561159109,1,1,0,0,0,1,0,0,1,0,45.202220459952414
RedNextCentury,Drinks,206,183,91,61,5,18,4,7,9,6,1,1,1,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,612,43.528064146620935,1,1,0,0,0,1,0,0,1,0,45.202220459952414
MouayadL7,Drinks,50,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,54,15.06740681998414,1,1,0,0,0,1,0,0,1,0,45.202220459952414
AhmadShahal,Drinks,58,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,68,23.318605792832567,1,1,0,0,0,1,0,0,1,0,45.202220459952414
3bdo_Farah,Drinks,132,54,18,3,0,4,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,218,16.323024054982806,1,1,0,0,0,1,0,0,1,0,45.202220459952414
sanji333333,Drinks,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,31,26.116838487972515,1,1,0,0,0,1,0,0,1,0,45.202220459952414
_s_h_a_m__,Drinks,102,27,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,142,1.1134277921189216e-13,1,1,0,0,0,1,0,0,1,0,45.202220459952414
samer_orfali,Drinks,54,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,68,45.20222045995253,1,1,0,0,0,1,0,0,1,0,45.202220459952414
sepsa.m,Drinks,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,34,0.0,1,1,0,0,0,1,0,0,1,0,45.202220459952414
Bassam1412,Drinks,48,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,62,13.991163475699517,1,1,0,0,0,1,0,0,1,0,45.202220459952414
MarioAndrawos,Drinks,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,30,25.18409425625931,1,1,0,0,0,1,0,0,1,0,45.202220459952414
MuhannadW,Drinks,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,42,8.161512027491403,1,1,0,0,0,1,0,0,1,0,45.202220459952414
NawarAlTibi,Drinks,77,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,93,16.88588695343058,1,1,0,0,0,1,0,0,1,0,45.202220459952414
Lanakhaled,Drinks,53,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,67,25.39137075219559,1,1,0,0,0,1,0,0,1,0,45.202220459952414
obadaa.masri,Drinks,121,45,21,7,0,5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,203,10.30927835051544,1,1,0,0,0,1,0,0,1,0,45.202220459952414
obada_katma,Drinks,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,31,12.774540564769236,1,1,0,0,0,1,0,0,1,0,45.202220459952414
043_33798_Nuraiym-7,Drinks,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,88935,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,30,17.283201940570052,1,1,0,0,0,1,0,0,1,0,45.202220459952414
