#,When,Who,Problem_name,Number,Character
176532158,Oct/16/2022 18:11,Amr_Kart,Traffic Light,1744,C
176516144,Oct/16/2022 17:51,Amr_Kart,Even Odd Increments,1744,B
176510449,Oct/16/2022 17:45,Amr_Kart,Number Replacement,1744,A
176405470,Oct/16/2022 01:17,Amr_Kart,Rebellion,1746,B
176404495,Oct/16/2022 00:55,Amr_Kart,Maxmina,1746,A
176217559,Oct/15/2022 02:08,Amr_Kart,Orray,1742,G
176217527,Oct/15/2022 02:07,Amr_Kart,Orray,1742,G
176203559,Oct/14/2022 22:14,Amr_Kart,Smaller,1742,F
176200784,Oct/14/2022 21:47,Amr_Kart,Yet Another Ball Problem,1118,E
176193765,Oct/14/2022 20:48,Amr_Kart,Coffee and Coursework (Easy version),1118,D1
176193748,Oct/14/2022 20:48,Amr_Kart,Coffee and Coursework (Hard Version),1118,D2
176161636,Oct/14/2022 16:57,Amr_Kart,Tanya and Candies,1118,B
176154064,Oct/14/2022 16:06,Amr_Kart,Water Buying,1118,A
176147295,Oct/14/2022 15:21,Amr_Kart,Stripes,1742,C
176055400,Oct/13/2022 20:53,Amr_Kart,Scuza,1742,E
175954893,Oct/13/2022 18:10,Amr_Kart,Coprime,1742,D
175905566,Oct/13/2022 17:39,Amr_Kart,Increasing,1742,B
175895029,Oct/13/2022 17:36,Amr_Kart,Sum,1742,A
175760074,Oct/12/2022 15:45,Amr_Kart,Teams Forming,1092,B
175759575,Oct/12/2022 15:41,Amr_Kart,Uniform String,1092,A
175689517,Oct/12/2022 01:22,Amr_Kart,Sending a Sequence Over the Network,1741,E
175648842,Oct/11/2022 19:23,Amr_Kart,Masha and a Beautiful Tree,1741,D
175616046,Oct/11/2022 18:26,Amr_Kart,Minimize the Thickness,1741,C
175588416,Oct/11/2022 17:57,Amr_Kart,Funny Permutation,1741,B
175579822,Oct/11/2022 17:51,Amr_Kart,Compare T Shirt Sizes,1741,A
175468122,Oct/11/2022 00:27,Amr_Kart,Zero Quantity Maximization,1133,D
175468053,Oct/11/2022 00:25,Amr_Kart,Zero Quantity Maximization,1133,D
175459455,Oct/10/2022 22:15,Amr_Kart,Middle of the Contest,1133,A
175459148,Oct/10/2022 22:11,Amr_Kart,Balanced Team,1133,C
175455371,Oct/10/2022 21:29,Amr_Kart,Preparation for International Women's Day,1133,B
175445335,Oct/10/2022 20:00,Amr_Kart,Array Partition,1454,F
175291125,Oct/10/2022 01:44,Amr_Kart,Number into Sequence,1454,D
175289638,Oct/10/2022 01:00,Amr_Kart,Sequence Transformation,1454,C
175287726,Oct/10/2022 00:18,Amr_Kart,Unique Bid Auction,1454,B
175287269,Oct/10/2022 00:09,Amr_Kart,Special Permutation,1454,A
174908171,Oct/06/2022 23:39,Amr_Kart,Maximum Product,100886,G
174612764,Oct/04/2022 14:00,Amr_Kart,Magic Numbers,628,D
174265013,Oct/01/2022 17:54,Amr_Kart,Mysterious Present,4,D
174005290,Sep/29/2022 20:39,Amr_Kart,Immobile Knight,1739,A
173635981,Sep/27/2022 03:45,Amr_Kart,The least round way,2,B
173228822,Sep/23/2022 17:59,Amr_Kart,"Bright, Nice, Brilliant",1734,B
173228304,Sep/23/2022 17:55,Amr_Kart,Select Three Sticks,1734,A
173227920,Sep/23/2022 17:53,Amr_Kart,Removing Smallest Multiples,1734,C
172821077,Sep/20/2022 14:34,Amr_Kart,Consecutive Sum,1733,A
172173166,Sep/14/2022 20:48,Amr_Kart,Cut Substrings,1729,G
171865520,Sep/12/2022 18:00,Amr_Kart,Decode String,1729,B
171845687,Sep/12/2022 17:43,Amr_Kart,Two Elevators,1729,A
171437029,Sep/08/2022 21:15,Amr_Kart,Digital Logarithm,1728,C
171428513,Sep/08/2022 19:58,Amr_Kart,Digital Logarithm,1728,C
171387235,Sep/08/2022 18:17,Amr_Kart,Best Permutation,1728,B
171353689,Sep/08/2022 17:41,Amr_Kart,Colored Balls: Revisited,1728,A
171278440,Sep/07/2022 23:39,Amr_Kart,Jatayu's Balanced Bracket Sequence,1726,C
171106520,Sep/06/2022 18:21,Amr_Kart,Mainak and Interesting Sequence,1726,B
171086490,Sep/06/2022 17:57,Amr_Kart,Mainak and Array,1726,A
170840460,Sep/04/2022 15:49,Amr_Kart,Chess Cheater,1427,B
170833103,Sep/04/2022 14:29,Amr_Kart,Avoiding Zero,1427,A
170710976,Sep/03/2022 11:11,Amr_Kart,Image,1721,A
170658217,Sep/02/2022 21:07,Amr_Kart,Madoka and Strange Thoughts,1717,A
170658105,Sep/02/2022 21:06,Amr_Kart,Madoka and Underground Competitions,1717,B
170654105,Sep/02/2022 20:27,Amr_Kart,Madoka and Formal Statement,1717,C
170393956,Aug/31/2022 16:55,Amr_Kart,L shapes,1722,F
170393504,Aug/31/2022 16:50,Amr_Kart,L shapes,1722,F
170381741,Aug/31/2022 15:04,Amr_Kart,Even Odd XOR,1722,G
170269751,Aug/30/2022 19:14,Amr_Kart,Line,1722,D
170215528,Aug/30/2022 18:14,Amr_Kart,Word Game,1722,C
170200328,Aug/30/2022 18:05,Amr_Kart,Colourblindness,1722,B
170177293,Aug/30/2022 17:54,Amr_Kart,Spell Check,1722,A
169704934,Aug/26/2022 16:36,Amr_Kart,Xor tree,430,C
169542519,Aug/24/2022 20:31,Amr_Kart,Berland Crossword,1494,B
169490918,Aug/24/2022 10:51,Amr_Kart,ABC String,1494,A
169430698,Aug/23/2022 17:46,Amr_Kart,Two Tables,1555,B
169419234,Aug/23/2022 15:58,Amr_Kart,PizzaForces,1555,A
169315629,Aug/22/2022 12:23,Amr_Kart,Boboniu Likes to Color Balls,1395,A
169311339,Aug/22/2022 11:38,Amr_Kart,Boboniu and Bit Operations,1395,C
169308591,Aug/22/2022 11:05,Amr_Kart,Boboniu Plays Chess,1395,B
169248359,Aug/21/2022 17:41,Amr_Kart,Minimize the Permutation,1256,B
169247815,Aug/21/2022 17:34,Amr_Kart,Binary String Minimizing,1256,D
169235065,Aug/21/2022 15:19,Amr_Kart,Payment Without Change,1256,A
169172560,Aug/20/2022 22:29,Amr_Kart,Beautiful Array,1715,B
169170569,Aug/20/2022 22:05,Amr_Kart,Crossmarket,1715,A
168973814,Aug/19/2022 16:37,Amr_Kart,Corners,1720,C
168971246,Aug/19/2022 16:18,Amr_Kart,Interesting Sum,1720,B
168968455,Aug/19/2022 15:57,Amr_Kart,Burenka Plays with Fractions,1720,A
168589268,Aug/16/2022 19:14,Amr_Kart,Fighting Tournament,1719,C
168526540,Aug/16/2022 17:47,Amr_Kart,Mathematical Circus,1719,B
168515406,Aug/16/2022 17:36,Amr_Kart,Chip Game,1719,A
168503819,Aug/16/2022 15:47,Amr_Kart,Maze,377,A
168168875,Aug/13/2022 19:23,Amr_Kart,Sort Zero,1712,C
168124848,Aug/13/2022 18:02,Amr_Kart,Woeful Permutation,1712,B
168097882,Aug/13/2022 17:41,Amr_Kart,Wonderful Permutation,1712,A
168009335,Aug/12/2022 21:38,Amr_Kart,Rumor,893,C
167786637,Aug/10/2022 20:39,Amr_Kart,Mocha and Hiking,1559,C
167781587,Aug/10/2022 19:45,Amr_Kart,Mocha and Math,1559,A
167770078,Aug/10/2022 17:43,Amr_Kart,Mocha and Red and Blue,1559,B
167563899,Aug/09/2022 00:09,Amr_Kart,Chat Ban,1612,C
167538943,Aug/08/2022 19:30,Amr_Kart,Tournament Countdown,1713,D
167519805,Aug/08/2022 16:27,Amr_Kart,Special Permutation,1612,B
167517762,Aug/08/2022 16:09,Amr_Kart,Distance,1612,A
167445284,Aug/07/2022 22:30,Amr_Kart,Bracket Sequence Deletion,1657,C
167418649,Aug/07/2022 19:17,Amr_Kart,XY Sequence,1657,B
167417989,Aug/07/2022 19:10,Amr_Kart,Integer Moves,1657,A
167312366,Aug/06/2022 21:20,Amr_Kart,Build Permutation,1713,C
167287224,Aug/06/2022 18:57,Amr_Kart,Traveling Salesman Problem,1713,A
167278256,Aug/06/2022 18:39,Amr_Kart,Optimal Reduction,1713,B
166979486,Aug/04/2022 18:24,Amr_Kart,Permutation Chain,1716,B
166971454,Aug/04/2022 18:10,Amr_Kart,2 3 Moves,1716,A
166617574,Aug/01/2022 22:10,Amr_Kart,Minimum  Varied Number,1714,C
166617067,Aug/01/2022 22:04,Amr_Kart,Remove Prefix,1714,B
166405607,Jul/31/2022 21:13,Amr_Kart,Virus,1704,C
166387668,Jul/31/2022 18:36,Amr_Kart,Luke is a Foodie,1704,B
166370844,Jul/31/2022 17:44,Amr_Kart,Two 0 1 Sequences,1704,A
166264785,Jul/30/2022 22:43,Amr_Kart,Ania and Minimizing,1230,B
166264234,Jul/30/2022 22:35,Amr_Kart,Dawid and Bags of Candies,1230,A
166175951,Jul/30/2022 04:40,Amr_Kart,Moving Chips,1680,E
166161141,Jul/29/2022 22:53,Amr_Kart,Panoramix's Prediction,80,A
165947571,Jul/28/2022 04:22,Amr_Kart,Column Swapping,1684,C
165944987,Jul/28/2022 03:21,Amr_Kart,Subsequences (easy version),1183,E
165944971,Jul/28/2022 03:20,Amr_Kart,Subsequences (hard version),1183,H
165924856,Jul/27/2022 21:20,Amr_Kart,Z mod X = C,1684,B
165921784,Jul/27/2022 20:46,Amr_Kart,Digit Minimization,1684,A
165729869,Jul/26/2022 04:19,Amr_Kart,Modulo Sum,577,B
165729589,Jul/26/2022 04:13,Amr_Kart,a Good String,1385,D
165729448,Jul/26/2022 04:09,Amr_Kart,Polycarp and Div 3,1005,D
165729088,Jul/26/2022 03:59,Amr_Kart,Add One,1513,C
165728997,Jul/26/2022 03:56,Amr_Kart,Make Them Equal,1633,D
165728879,Jul/26/2022 03:53,Amr_Kart,WOW Factor,1178,B
165728777,Jul/26/2022 03:51,Amr_Kart,Boredom,455,A
165728688,Jul/26/2022 03:49,Amr_Kart,Basketball Exercise,1195,C
165728600,Jul/26/2022 03:46,Amr_Kart,George and Job,467,C
165728454,Jul/26/2022 03:42,Amr_Kart,Sequence and Swaps,1455,D
165612517,Jul/25/2022 02:32,Amr_Kart,Party,1711,B
165537687,Jul/24/2022 17:39,Amr_Kart,Perfect Permutation,1711,A
165374127,Jul/23/2022 04:09,Amr_Kart,Rorororobot,1709,D
165320210,Jul/22/2022 16:52,Amr_Kart,Two Arrays,1417,B
165312617,Jul/22/2022 16:06,Amr_Kart,Copy paste,1417,A
165167493,Jul/21/2022 18:14,Amr_Kart,Also Try Minecraft,1709,B
165140478,Jul/21/2022 17:42,Amr_Kart,Three Doors,1709,A
164947979,Jul/20/2022 01:52,Amr_Kart,Bicolorings,1051,D
164929461,Jul/19/2022 20:55,Amr_Kart,Vasya and Multisets,1051,C
164926696,Jul/19/2022 20:26,Amr_Kart,Vasya And Password,1051,A
164914838,Jul/19/2022 18:28,Amr_Kart,Relatively Prime Pairs,1051,B
164744258,Jul/18/2022 17:49,Amr_Kart,Another String Minimization Problem,1706,A
164635145,Jul/17/2022 19:31,Amr_Kart,Carrying Conundrum,1567,C
164622340,Jul/17/2022 17:11,Amr_Kart,MEXor Mixup,1567,B
164616666,Jul/17/2022 16:07,Amr_Kart,Domino Disaster,1567,A
164553559,Jul/17/2022 02:16,Amr_Kart,Doremy's IQ,1708,C
164492122,Jul/16/2022 18:19,Amr_Kart,Difference of GCDs,1708,B
164458162,Jul/16/2022 17:39,Amr_Kart,Difference Operations,1708,A
164318461,Jul/15/2022 17:55,Amr_Kart,Mark the Dust Sweeper,1705,B
164277226,Jul/15/2022 16:47,Amr_Kart,Mark the Photographer,1705,A
164156773,Jul/14/2022 17:07,Amr_Kart,Two Subsequences,1602,A
164074711,Jul/13/2022 23:55,Amr_Kart,Constanze's Machine,1245,C
164073024,Jul/13/2022 23:24,Amr_Kart,Constanze's Machine,1245,C
164071501,Jul/13/2022 22:55,Amr_Kart,Beautiful Numbers,300,C
164042869,Jul/13/2022 17:01,Amr_Kart,"Good Key, Bad Key",1703,G
164030776,Jul/13/2022 15:18,Amr_Kart,Mirror Grid,1703,E
163932336,Jul/12/2022 19:49,Amr_Kart,Yet Another Problem About Pairs Satisfying an Inequality,1703,F
163860724,Jul/12/2022 18:06,Amr_Kart,Double Strings,1703,D
163850462,Jul/12/2022 17:57,Amr_Kart,Cypher,1703,C
163827643,Jul/12/2022 17:44,Amr_Kart,ICPC Balloons,1703,B
163820137,Jul/12/2022 17:42,Amr_Kart,YES or YES?,1703,A
163697518,Jul/11/2022 19:13,Amr_Kart,Computer Game,1183,C
163690805,Jul/11/2022 18:16,Amr_Kart,Candy Box (easy version),1183,D
163685430,Jul/11/2022 17:33,Amr_Kart,Equalize Prices,1183,B
163683445,Jul/11/2022 17:17,Amr_Kart,Nearest Interesting Number,1183,A
163681532,Jul/11/2022 17:00,Amr_Kart,Recover it!,1176,D
163532234,Jul/10/2022 18:33,Amr_Kart,Not a Cheap String,1702,D
163519422,Jul/10/2022 18:17,Amr_Kart,Train and Queries,1702,C
163497065,Jul/10/2022 17:55,Amr_Kart,Polycarp Writes a String from Memory,1702,B
163480126,Jul/10/2022 17:43,Amr_Kart,Round Down the Price,1702,A
163445237,Jul/10/2022 12:34,Amr_Kart,Lose it!,1176,C
163442906,Jul/10/2022 12:04,Amr_Kart,Merge it!,1176,B
163442161,Jul/10/2022 11:55,Amr_Kart,Divide it!,1176,A
163386911,Jul/09/2022 17:31,Amr_Kart,Unique Bid Auction,1454,B
163316233,Jul/08/2022 22:18,Amr_Kart,Schedule Management,1701,C
163237526,Jul/08/2022 17:49,Amr_Kart,Permutation,1701,B
163223030,Jul/08/2022 17:40,Amr_Kart,Grass Field,1701,A
163133771,Jul/07/2022 20:22,Amr_Kart,Required Length,1681,D
163115885,Jul/07/2022 17:09,Amr_Kart,Double Sort,1681,C
163107509,Jul/07/2022 15:45,Amr_Kart,Card Trick,1681,B
163106251,Jul/07/2022 15:32,Amr_Kart,Game with Cards,1681,A
163009374,Jul/06/2022 16:42,Amr_Kart,Circular Local MiniMax,1686,C
162995594,Jul/06/2022 14:36,Amr_Kart,Odd Subarrays,1686,B
162994578,Jul/06/2022 14:25,Amr_Kart,Everything Everywhere All But One,1686,A
162943061,Jul/06/2022 02:27,Amr_Kart,Unequal Array,1672,C
162940559,Jul/06/2022 01:15,Amr_Kart,Longest Palindrome,1304,B
162915693,Jul/05/2022 19:19,Amr_Kart,Table,359,A
162912860,Jul/05/2022 18:50,Amr_Kart,Shoe Shuffling,1691,B
162909646,Jul/05/2022 18:17,Amr_Kart,An abandoned sentiment from past,814,A
162895929,Jul/05/2022 16:00,Amr_Kart,Eshag Loves Big Arrays,1529,A
162883797,Jul/05/2022 14:01,Amr_Kart,Promo,1697,B
162882165,Jul/05/2022 13:42,Amr_Kart,Parkway Walk,1697,A
162879502,Jul/05/2022 13:08,Amr_Kart,Almost Ternary Matrix,1699,B
162765071,Jul/04/2022 17:45,Amr_Kart,The Third Three Number Problem,1699,A
162737633,Jul/04/2022 14:32,Amr_Kart,1 2 K Game,1194,D
162688685,Jul/04/2022 03:27,Amr_Kart,From S To T,1194,C
162686376,Jul/04/2022 02:11,Amr_Kart,Yet Another Crosses Problem,1194,B
162674056,Jul/03/2022 21:48,Amr_Kart,Remove a Progression,1194,A
162556950,Jul/02/2022 17:38,Amr_Kart,Alarm Clocks Everywhere,1155,C
162551807,Jul/02/2022 16:45,Amr_Kart,Game with Telephone Numbers,1155,B
162549277,Jul/02/2022 16:19,Amr_Kart,Reverse a Substring,1155,A
162446919,Jul/01/2022 17:04,Amr_Kart,Prefix Sum Primes,1150,C
162436721,Jul/01/2022 15:50,Amr_Kart,Tiling Challenge,1150,B
162435539,Jul/01/2022 15:39,Amr_Kart,Stock Arbitraging,1150,A
162382586,Jul/01/2022 01:03,Amr_Kart,Increasing Subsequence (hard version),1157,C2
162375985,Jun/30/2022 22:38,Amr_Kart,Long Number,1157,B
162375550,Jun/30/2022 22:31,Amr_Kart,Increasing Subsequence (easy version),1157,C1
162372232,Jun/30/2022 21:38,Amr_Kart,Reachable Numbers,1157,A
162252158,Jun/29/2022 17:25,Amr_Kart,Equalize Them All,1144,D
162247484,Jun/29/2022 16:38,Amr_Kart,Two Shuffled Sequences,1144,C
162244857,Jun/29/2022 16:12,Amr_Kart,Diverse Strings,1144,A
162243701,Jun/29/2022 15:58,Amr_Kart,Parity Alternated Deletions,1144,B
162178643,Jun/29/2022 00:21,Amr_Kart,Rising Sand,1698,B
162074035,Jun/28/2022 17:52,Amr_Kart,XOR Mixup,1698,A
162049986,Jun/28/2022 16:34,Amr_Kart,Cut Ribbon,189,A
161806119,Jun/25/2022 21:39,Amr_Kart,Fishingprince Plays With Array,1696,C
161760715,Jun/25/2022 18:07,Amr_Kart,NIT Destroys the Universe,1696,B
161740660,Jun/25/2022 17:43,Amr_Kart,NIT orz!,1696,A
161727550,Jun/25/2022 16:15,Amr_Kart,Mystic Permutation,1689,B
161725576,Jun/25/2022 15:47,Amr_Kart,Lex String,1689,A
161714965,Jun/25/2022 13:13,Amr_Kart,Paranoid String,1694,B
161711559,Jun/25/2022 12:29,Amr_Kart,Creep,1694,A
161227837,Jun/19/2022 16:08,Amr_Kart,2^Sort,1692,G
161222703,Jun/19/2022 15:10,Amr_Kart,3SUM,1692,F
161221295,Jun/19/2022 14:56,Amr_Kart,Palindromic Numbers,1700,B
161175014,Jun/19/2022 12:18,Amr_Kart,Optimal Path,1700,A
161136634,Jun/19/2022 00:37,Amr_Kart,Binary Deque,1692,E
161134002,Jun/18/2022 23:32,Amr_Kart,Circle Game,1695,B
161133962,Jun/18/2022 23:31,Amr_Kart,Circle Game,1695,B
161133891,Jun/18/2022 23:30,Amr_Kart,Circle Game,1695,B
161104568,Jun/18/2022 19:07,Amr_Kart,Subrectangle Guess,1695,A
161036042,Jun/18/2022 14:49,Amr_Kart,The Clock,1692,D
161031092,Jun/18/2022 13:41,Amr_Kart,Where's the Bishop?,1692,C
161030414,Jun/18/2022 13:31,Amr_Kart,All Distinct,1692,B
161030111,Jun/18/2022 13:27,Amr_Kart,Marathon,1692,A
160508134,Jun/14/2022 15:11,Amr_Kart,Black and White Stripe,1690,D
160505293,Jun/14/2022 14:38,Amr_Kart,Restoring the Duration of Tasks,1690,C
160502722,Jun/14/2022 14:08,Amr_Kart,Array Decrements,1690,B
160207265,Jun/11/2022 18:10,Amr_Kart,Print a Pedestal (Codeforces logo?),1690,A
159436316,Jun/04/2022 01:17,Amr_Kart,Cirno's Perfect Bitmasks Classroom,1688,A
157832881,May/20/2022 20:35,Amr_Kart,K Dominant Character,888,C
157208719,May/14/2022 16:08,Amr_Kart,Stone Age Problem,1679,B
157206571,May/14/2022 15:52,Amr_Kart,AvtoBus,1679,A
157078351,May/13/2022 20:05,Amr_Kart,Binary String,1680,C
157058034,May/13/2022 18:48,Amr_Kart,Robots,1680,B
157054499,May/13/2022 18:38,Amr_Kart,Minimums and Maximums,1680,A
156764432,May/11/2022 00:26,Amr_Kart,Longest Strike,1676,F
156759640,May/10/2022 22:42,Amr_Kart,Maximum Crossings (Easy Version),1676,H1
156757212,May/10/2022 22:05,Amr_Kart,White Black Balanced Subtrees,1676,G
156687121,May/10/2022 18:31,Amr_Kart,Eating Queries,1676,E
156675883,May/10/2022 18:19,Amr_Kart,X Sum,1676,D
156660584,May/10/2022 18:05,Amr_Kart,Most Similar Words,1676,C
156635358,May/10/2022 17:50,Amr_Kart,Equal Candies,1676,B
156620388,May/10/2022 17:46,Amr_Kart,Lucky?,1676,A
156318191,May/08/2022 18:08,Amr_Kart,Tokitsukaze and Good 01 String (easy version),1678,B1
156317454,May/08/2022 18:07,Amr_Kart,Tokitsukaze and All Zero Sequence,1678,A
156016477,May/05/2022 21:17,Amr_Kart,Detective Task,1675,C
156014346,May/05/2022 20:49,Amr_Kart,Vertical Paths,1675,D
155955770,May/05/2022 18:05,Amr_Kart,Make It Increasing,1675,B
155947452,May/05/2022 17:54,Amr_Kart,Food for Animals,1675,A
155860929,May/04/2022 18:53,Amr_Kart,Guess the Number,101021,1
155860878,May/04/2022 18:52,Amr_Kart,Guess the Number,101021,1
155798333,May/04/2022 00:36,Amr_Kart,Maximal AND,1669,H
155790792,May/03/2022 21:31,Amr_Kart,Fall Down,1669,G
155789494,May/03/2022 21:09,Amr_Kart,Colorful Stamp,1669,D
155785225,May/03/2022 20:00,Amr_Kart,Constructing the Array,1353,D
155707442,May/03/2022 00:48,Amr_Kart,A B C Sort,1674,D
155688911,May/02/2022 19:55,Amr_Kart,Infinite Replacement,1674,C
155618977,May/02/2022 17:57,Amr_Kart,Dictionary,1674,B
155596150,May/02/2022 17:40,Amr_Kart,Number Transformation,1674,A
155451504,Apr/30/2022 21:27,Amr_Kart,Palindrome Basis,1673,C
155432214,Apr/30/2022 18:57,Amr_Kart,A Perfectly Balanced String?,1673,B
155406112,Apr/30/2022 17:49,Amr_Kart,Subtle Substring Subtraction,1673,A
154782302,Apr/23/2022 22:04,Amr_Kart,Log Chopping,1672,A
154780038,Apr/23/2022 21:31,Amr_Kart,I love AAAB,1672,B
154589592,Apr/22/2022 21:52,Amr_Kart,Consecutive Points Segment,1671,B
154557495,Apr/22/2022 18:47,Amr_Kart,String Building,1671,A
154416901,Apr/21/2022 19:33,Amr_Kart,Eating Candies,1669,F
154395461,Apr/21/2022 19:00,Amr_Kart,2 Letter Strings,1669,E
154336967,Apr/21/2022 18:00,Amr_Kart,Odd/Even Increments,1669,C
154305200,Apr/21/2022 17:41,Amr_Kart,Triple,1669,B
154292040,Apr/21/2022 17:37,Amr_Kart,Division?,1669,A
154235287,Apr/21/2022 02:44,Amr_Kart,K th Not Divisible by n,1352,C
154234296,Apr/21/2022 02:06,Amr_Kart,Same Parity Summands,1352,B
154233879,Apr/21/2022 01:49,Amr_Kart,Sum of Round Numbers,1352,A
154233674,Apr/21/2022 01:43,Amr_Kart,Direction Change,1668,A
153943159,Apr/17/2022 20:58,Amr_Kart,Red Versus Blue,1659,A
153761934,Apr/16/2022 02:07,Amr_Kart,Array Cloning Technique,1665,B
153760984,Apr/16/2022 01:32,Amr_Kart,GCD vs LCM,1665,A
153760095,Apr/16/2022 01:08,Amr_Kart,Numbers on Whiteboard,1430,C
153671740,Apr/14/2022 22:47,Amr_Kart,Barrels,1430,B
153670580,Apr/14/2022 22:23,Amr_Kart,Number of Apartments,1430,A
153232129,Apr/09/2022 21:44,Amr_Kart,Getting Zero,1661,B
153178746,Apr/09/2022 18:05,Amr_Kart,Array Balancing,1661,A
152710438,Apr/05/2022 02:17,Amr_Kart,Caesar's Legions,118,D
151596077,Mar/31/2022 20:46,Amr_Kart,Get an Even String,1660,C
151547522,Mar/31/2022 18:16,Amr_Kart,Vlad and Candies,1660,B
151523036,Mar/31/2022 17:46,Amr_Kart,Vasya and Coins,1660,A
151185191,Mar/27/2022 23:36,Amr_Kart,Marin and Photoshoot,1658,A
151141130,Mar/27/2022 18:40,Amr_Kart,Marin and Anti coprime Permutation,1658,B
151034241,Mar/26/2022 21:57,Amr_Kart,Adding Powers,1312,C
151013316,Mar/26/2022 18:02,Amr_Kart,Connect,1130,C
151012955,Mar/26/2022 17:57,Amr_Kart,Connect,1130,C
150911405,Mar/25/2022 17:56,Amr_Kart,Subtract Operation,1656,B
150791403,Mar/24/2022 19:12,Amr_Kart,Make Equal With Mod,1656,C
150738361,Mar/24/2022 17:48,Amr_Kart,Good Pairs,1656,A
150639990,Mar/23/2022 21:17,Amr_Kart,k Tree,431,C
150628755,Mar/23/2022 18:57,Amr_Kart,Chloe and the sequence,743,B
149598012,Mar/14/2022 13:00,Amr_Kart,Factorials and Powers of Two,1646,C
149359644,Mar/12/2022 00:46,Amr_Kart,Quality vs Quantity,1646,B
149355279,Mar/11/2022 23:20,Amr_Kart,Square Counting,1646,A
149341899,Mar/11/2022 20:52,Amr_Kart,Madoka and the Elegant Gift,1647,B
149289525,Mar/11/2022 18:14,Amr_Kart,Madoka and Math Dad,1647,A
149137116,Mar/10/2022 18:27,Amr_Kart,Prove Him Wrong,1651,B
149105706,Mar/10/2022 17:46,Amr_Kart,Playoff,1651,A
148922066,Mar/08/2022 22:08,Amr_Kart,Weight of the System of Nested Segments,1650,C
148892597,Mar/08/2022 19:15,Amr_Kart,DIV + MOD,1650,B
148820103,Mar/08/2022 17:45,Amr_Kart,Deletions of Two Adjacent Letters,1650,A
148644281,Mar/06/2022 23:30,Amr_Kart,Travel Cards,847,K
148635759,Mar/06/2022 21:16,Amr_Kart,MEX maximizing,1294,D
148496159,Mar/05/2022 22:54,Amr_Kart,Boxes Packing,903,C
148495608,Mar/05/2022 22:44,Amr_Kart,Registration System,4,C
148494788,Mar/05/2022 22:30,Amr_Kart,Two TVs,845,C
148494033,Mar/05/2022 22:17,Amr_Kart,Two TVs,845,C
148230257,Mar/03/2022 21:42,Amr_Kart,Bad Prices,1213,B
148227153,Mar/03/2022 21:01,Amr_Kart,Chips Moving,1213,A
148224938,Mar/03/2022 20:34,Amr_Kart,Swords,1216,D
148222702,Mar/03/2022 20:07,Amr_Kart,Shooting,1216,B
148218687,Mar/03/2022 19:16,Amr_Kart,Prefixes,1216,A
148150740,Mar/02/2022 23:47,Amr_Kart,Pipes,1234,C
148149311,Mar/02/2022 23:18,Amr_Kart,Pipes,1234,C
148149130,Mar/02/2022 23:14,Amr_Kart,Pipes,1234,C
148135942,Mar/02/2022 19:59,Amr_Kart,Social Network (easy version),1234,B1
148135932,Mar/02/2022 19:58,Amr_Kart,Social Network (hard version),1234,B2
148125176,Mar/02/2022 17:35,Amr_Kart,Good Numbers (easy version),1249,C1
148125159,Mar/02/2022 17:35,Amr_Kart,Good Numbers (hard version),1249,C2
147974805,Feb/28/2022 21:48,Amr_Kart,Books Exchange (easy version),1249,B1
147974792,Feb/28/2022 21:48,Amr_Kart,Books Exchange (hard version),1249,B2
147968453,Feb/28/2022 20:32,Amr_Kart,Yet Another Dividing into Teams,1249,A
147963648,Feb/28/2022 19:33,Amr_Kart,Great Sequence,1642,C
147961217,Feb/28/2022 19:05,Amr_Kart,Power Walking,1642,B
147949483,Feb/28/2022 16:57,Amr_Kart,Differential Sorting,1635,C
147946257,Feb/28/2022 16:22,Amr_Kart,Avoid Local Maximums,1635,B
147666182,Feb/25/2022 17:07,Amr_Kart,Min Or Sum,1635,A
147483786,Feb/23/2022 17:43,Amr_Kart,Anti Fibonacci Permutation,1644,B
147479438,Feb/23/2022 17:05,Amr_Kart,Doors and Keys,1644,A
146844313,Feb/18/2022 18:13,Amr_Kart,Cyclic Components,977,E
146672610,Feb/16/2022 23:37,Amr_Kart,Kefa and Park,580,C
146651696,Feb/16/2022 19:15,Amr_Kart,Roof Construction,1632,B
146633890,Feb/16/2022 16:19,Amr_Kart,ABC,1632,A
146456169,Feb/15/2022 00:43,Amr_Kart,Odd Swap Sort,1638,B
146445967,Feb/14/2022 22:14,Amr_Kart,Reverse,1638,A
146165923,Feb/12/2022 22:15,Amr_Kart,Sorting Parts,1637,A
145750099,Feb/09/2022 15:37,Amr_Kart,Reverse and Concatenate,1634,A
144884169,Feb/01/2022 23:33,Amr_Kart,Mahmoud and Ehab and the bipartiteness,862,B
144855669,Feb/01/2022 18:33,Amr_Kart,Kill the Monster,1633,C
144785196,Feb/01/2022 01:47,Amr_Kart,Minority,1633,B
144784871,Feb/01/2022 01:33,Amr_Kart,Minority,1633,B
144782907,Feb/01/2022 00:27,Amr_Kart,Div. 7,1633,A
144604616,Jan/31/2022 03:37,Amr_Kart,Coloring a Tree,902,B
144587317,Jan/30/2022 20:32,Amr_Kart,Permutation Transformation,1490,D
144435338,Jan/29/2022 18:18,Amr_Kart,Not Assigning,1627,C
144428002,Jan/29/2022 17:04,Amr_Kart,Not Sitting,1627,B
144421519,Jan/29/2022 15:55,Amr_Kart,Not Shading,1627,A
